,r_pick1,r_pick2,r_pick3,r_pick4,r_pick5,d_pick5,d_pick4,d_pick3,d_pick2,d_pick1,r_ban7,r_ban6,r_ban5,r_ban4,r_ban3,r_ban2,r_ban1,d_ban7,d_ban6,d_ban5,d_ban4,d_ban3,d_ban2,d_ban1,match,tournament
704,Kunkka,Bane,Hoodwink,Brewmaster,Luna,Faceless Void,Templar Assassin,Centaur Warrunner,Phoenix,Shadow Demon,Timbersaw,Weaver,Monkey King,Lifestealer,Razor,Tusk,Chen,Juggernaut,Morphling,Dark Willow,Pangolier,Disruptor,Io,Gyrocopter,BOOM Esports vs Shopify Rebellion,PGL Wallachia Season 1 
705,Timbersaw,Enchantress,Bane,Morphling,Brewmaster,Kunkka,Luna,Clinkz,Crystal Maiden,Slardar,Meepo,Templar Assassin,Io,Chen,Magnus,Doom,Disruptor,Dragon Knight,Dark Seer,Clockwerk,Tiny,Shadow Demon,Keeper of the Light,Enigma,BetBoom Team vs G2 x iG,PGL Wallachia Season 1 
706,Bane,Dragon Knight,Mirana,Kunkka,Weaver,Axe,Luna,Timbersaw,Tiny,Enchantress,Enigma,Razor,Lion,Shadow Demon,Slardar,Magnus,Io,Sven,Gyrocopter,Lifestealer,Keeper of the Light,Disruptor,Doom,Chen,BetBoom Team vs G2 x iG,PGL Wallachia Season 1 
707,Disruptor,Hoodwink,Primal Beast,Templar Assassin,Zeus,Sven,Sniper,Tusk,Gyrocopter,Enigma,Viper,Morphling,Kunkka,Tiny,Dragon Knight,Bane,Keeper of the Light,Brewmaster,Centaur Warrunner,Enchantress,Chen,Slardar,Magnus,Doom,BetBoom Team vs G2 x iG,PGL Wallachia Season 1 
708,Kunkka,Batrider,Bane,Windranger,Zeus,Sniper,Enigma,Marci,Dragon Knight,Io,Tiny,Tusk,Shadow Demon,Enchantress,Pangolier,Razor,Chen,Keeper of the Light,Gyrocopter,Dark Willow,Hoodwink,Disruptor,Brewmaster,Doom,Team Liquid vs Team Secret,PGL Wallachia Season 1 
709,Pangolier,Rubick,Lifestealer,Winter Wyvern,Leshrac,Weaver,Timbersaw,Hoodwink,Kunkka,Disruptor,Bloodseeker,Morphling,Templar Assassin,Io,Brewmaster,Chen,Doom,Centaur Warrunner,Mars,Monkey King,Shadow Demon,Enchantress,Keeper of the Light,Razor,Team Liquid vs Team Secret,PGL Wallachia Season 1 
710,Earth Spirit,Phoenix,Tusk,Dawnbreaker,Terrorblade,Spirit Breaker,Troll Warlord,Skywrath Mage,Kunkka,Enchantress,Beastmaster,Centaur Warrunner,Invoker,Primal Beast,Brewmaster,Dazzle,Treant Protector,Spectre,Faceless Void,Ancient Apparition,Bristleback,Pangolier,Muerta,Templar Assassin,Team Spirit vs Shopify Rebellion,The International 2023 
711,Ancient Apparition,Earth Spirit,Centaur Warrunner,Skywrath Mage,Chaos Knight,Wraith King,Grimstroke,Puck,Spirit Breaker,Enchantress,Spectre,Terrorblade,Invoker,Muerta,Dazzle,Brewmaster,Treant Protector,Lifestealer,Faceless Void,Kunkka,Bristleback,Tusk,Pangolier,Templar Assassin,Team Spirit vs Shopify Rebellion,The International 2023 
712,Invoker,Centaur Warrunner,Omniknight,Disruptor,Terrorblade,Ancient Apparition,Earthshaker,Chaos Knight,Grimstroke,Spirit Breaker,Vengeful Spirit,Enchantress,Faceless Void,Kunkka,Dazzle,Treant Protector,Pangolier,Spectre,Naga Siren,Tusk,Phoenix,Templar Assassin,Shadow Demon,Bristleback,TSM vs Virtus.pro,The International 2023 
713,Ancient Apparition,Wraith King,Phoenix,Spectre,Earth Spirit,Puck,Lifestealer,Lone Druid,Tusk,Dazzle,Primal Beast,Riki,Naga Siren,Pangolier,Invoker,Treant Protector,Spirit Breaker,Earthshaker,Lina,Chaos Knight,Bristleback,Dawnbreaker,Kunkka,Templar Assassin,TSM vs Virtus.pro,The International 2023 
714,Pangolier,Treant Protector,Vengeful Spirit,Phantom Assassin,Axe,Terrorblade,Earth Spirit,Dark Willow,Ancient Apparition,Primal Beast,Chaos Knight,Muerta,Bloodseeker,Spirit Breaker,Invoker,Brewmaster,Dazzle,Dark Seer,Centaur Warrunner,Phoenix,Shadow Demon,Grimstroke,Kunkka,Templar Assassin,Team Liquid vs Evil Geniuses,The International 2023 
715,Phoenix,Doom,Grimstroke,Sven,Queen of Pain,Windranger,Chaos Knight,Vengeful Spirit,Bristleback,Nature's Prophet,Puck,Sniper,Ancient Apparition,Lifestealer,Muerta,Invoker,Primal Beast,Pangolier,Earth Spirit,Treant Protector,Spirit Breaker,Dazzle,Brewmaster,Kunkka,Team Liquid vs Evil Geniuses,The International 2023 
716,Invoker,Tiny,Pugna,Wraith King,Naga Siren,Brewmaster,Chaos Knight,Puck,Phoenix,Muerta,Lone Druid,Tidehunter,Kunkka,Spirit Breaker,Pangolier,Primal Beast,Dazzle,Faceless Void,Sven,Tusk,Dawnbreaker,Bristleback,Treant Protector,Templar Assassin,Gaimin Gladiators vs Talon Esports,The International 2023 
717,Bristleback,Invoker,Ancient Apparition,Tusk,Bloodseeker,Undying,Phantom Assassin,Keeper of the Light,Pangolier,Primal Beast,Vengeful Spirit,Jakiro,Puck,Brewmaster,Chaos Knight,Phoenix,Dazzle,Sven,Morphling,Shadow Demon,Faceless Void,Spirit Breaker,Treant Protector,Templar Assassin,Gaimin Gladiators vs Talon Esports,The International 2023 
718,Dawnbreaker,Shadow Demon,Earthshaker,Morphling,Tiny,Lina,Faceless Void,Muerta,Jakiro,Spirit Breaker,Necrophos,Storm Spirit,Pangolier,Primal Beast,Chaos Knight,Phoenix,Dazzle,Lone Druid,Puck,Invoker,Tusk,Templar Assassin,Treant Protector,Bristleback,Gaimin Gladiators vs Talon Esports,The International 2023 
719,Nature's Prophet,Bristleback,Tusk,Puck,Templar Assassin,Luna,Doom,Muerta,Earthshaker,Phoenix,Faceless Void,Naga Siren,Viper,Primal Beast,Kunkka,Spirit Breaker,Pangolier,Wraith King,Dark Seer,Chaos Knight,Brewmaster,Invoker,Dazzle,Lone Druid,LGD Gaming vs Keyd Stars,The International 2023 
720,Spirit Breaker,Bristleback,Oracle,Weaver,Keeper of the Light,Sven,Necrophos,Shadow Demon,Earth Spirit,Pangolier,Luna,Faceless Void,Chaos Knight,Undying,Treant Protector,Dazzle,Lone Druid,Troll Warlord,Bloodseeker,Centaur Warrunner,Grimstroke,Primal Beast,Kunkka,Phoenix,LGD Gaming vs Keyd Stars,The International 2023 
721,Vengeful Spirit,Centaur Warrunner,Dark Willow,Luna,Puck,Earthshaker,Alchemist,Warlock,Skywrath Mage,Primal Beast,Outworld Destroyer,Storm Spirit,Terrorblade,Templar Assassin,Undying,Invoker,Spirit Breaker,Kunkka,Earth Spirit,Chaos Knight,Treant Protector,Muerta,Enchantress,Dazzle,BetBoom Team vs 9Pandas,The International 2023 
722,Muerta,Vengeful Spirit,Clockwerk,Lone Druid,Pangolier,Lina,Alchemist,Wraith King,Elder Titan,Skywrath Mage,Storm Spirit,Templar Assassin,Primal Beast,Brewmaster,Undying,Invoker,Spirit Breaker,Kunkka,Earth Spirit,Naga Siren,Treant Protector,Centaur Warrunner,Enchantress,Dazzle,BetBoom Team vs 9Pandas,The International 2023 
723,Shadow Demon,Dark Willow,Chaos Knight,Kunkka,Beastmaster,Earth Spirit,Sven,Skywrath Mage,Wraith King,Treant Protector,Storm Spirit,Templar Assassin,Dark Seer,Undying,Alchemist,Spirit Breaker,Invoker,Dawnbreaker,Axe,Tidehunter,Naga Siren,Enchantress,Centaur Warrunner,Dazzle,BetBoom Team vs 9Pandas,The International 2023 
724,Earth Spirit,Phoenix,Sven,Doom,Weaver,Earthshaker,Witch Doctor,Clockwerk,Naga Siren,Ancient Apparition,Necrophos,Dazzle,Ogre Magi,Kunkka,Spirit Breaker,Pangolier,Primal Beast,Monkey King,Zeus,Dark Seer,Grimstroke,Beastmaster,Nature's Prophet,Invoker,Tundra Esports vs Nouns,The International 2023 
725,Phoenix,Brewmaster,Dark Willow,Chaos Knight,Ogre Magi,Dark Seer,Invoker,Faceless Void,Warlock,Earth Spirit,Tidehunter,Beastmaster,Grimstroke,Doom,Bristleback,Spirit Breaker,Nature's Prophet,Lone Druid,Kunkka,Sven,Slark,Ancient Apparition,Naga Siren,Primal Beast,Tundra Esports vs Nouns,The International 2023 
726,Doom,Muerta,Alchemist,Outworld Destroyer,Phoenix,Grimstroke,Terrorblade,Vengeful Spirit,Wraith King,Earth Spirit,Warlock,Chen,Dawnbreaker,Chaos Knight,Treant Protector,Primal Beast,Dazzle,Dark Seer,Brewmaster,Naga Siren,Silencer,Kunkka,Nature's Prophet,Ancient Apparition,Entity vs Azure Ray,The International 2023 
727,Brewmaster,Grimstroke,Luna,Clockwerk,Necrophos,Lifestealer,Kunkka,Warlock,Spirit Breaker,Muerta,Slark,Terrorblade,Dark Seer,Dawnbreaker,Treant Protector,Primal Beast,Dazzle,Razor,Outworld Destroyer,Shadow Demon,Naga Siren,Earth Spirit,Nature's Prophet,Doom,Entity vs Azure Ray,The International 2023 
728,Bristleback,Grimstroke,Pugna,Spectre,Lina,Viper,Faceless Void,Hoodwink,Ancient Apparition,Spirit Breaker,Earth Spirit,Pangolier,Invoker,Phoenix,Kunkka,Enchantress,Primal Beast,Earthshaker,Puck,Dazzle,Dark Willow,Chaos Knight,Shadow Demon,Templar Assassin,Team Spirit vs Virtus.pro,The International 2023 
729,Grimstroke,Tusk,Muerta,Puck,Dawnbreaker,Centaur Warrunner,Templar Assassin,Chaos Knight,Invoker,Phoenix,Mars,Wraith King,Spectre,Treant Protector,Dazzle,Spirit Breaker,Bristleback,Tidehunter,Brewmaster,Pangolier,Earth Spirit,Kunkka,Primal Beast,Enchantress,Team Spirit vs Virtus.pro,The International 2023 
730,Muerta,Spectre,Wraith King,Grimstroke,Keeper of the Light,Sven,Invoker,Dark Willow,Tidehunter,Treant Protector,Luna,Troll Warlord,Chaos Knight,Phoenix,Kunkka,Primal Beast,Enchantress,Lina,Pangolier,Spirit Breaker,Puck,Ancient Apparition,Bristleback,Templar Assassin,Team Spirit vs Virtus.pro,The International 2023 
731,Kunkka,Treant Protector,Morphling,Nature's Prophet,Tidehunter,Spectre,Dark Seer,Enchantress,Dark Willow,Primal Beast,Sven,Naga Siren,Necrophos,Chaos Knight,Phoenix,Dazzle,Spirit Breaker,Brewmaster,Lone Druid,Ancient Apparition,Shadow Demon,Tusk,Bristleback,Invoker,Team Liquid vs Talon Esports,The International 2023 
732,Ancient Apparition,Tusk,Luna,Dawnbreaker,Storm Spirit,Zeus,Terrorblade,Earthshaker,Phoenix,Bristleback,Pangolier,Earth Spirit,Tiny,Shadow Demon,Primal Beast,Spirit Breaker,Invoker,Templar Assassin,Puck,Dazzle,Kunkka,Chaos Knight,Treant Protector,Nature's Prophet,Team Liquid vs Talon Esports,The International 2023 
733,Muerta,Grimstroke,Tidehunter,Sven,Magnus,Axe,Kunkka,Dark Willow,Chaos Knight,Phoenix,Centaur Warrunner,Dawnbreaker,Spectre,Brewmaster,Bristleback,Spirit Breaker,Enchantress,Necrophos,Earth Spirit,Treant Protector,Templar Assassin,Nature's Prophet,Ancient Apparition,Primal Beast,Team Spirit vs Team Liquid,The International 2023 
734,Spirit Breaker,Pugna,Muerta,Weaver,Pangolier,Tidehunter,Earth Spirit,Spectre,Phoenix,Shadow Demon,Mars,Centaur Warrunner,Tusk,Invoker,Brewmaster,Kunkka,Enchantress,Templar Assassin,Dazzle,Nature's Prophet,Chaos Knight,Treant Protector,Bristleback,Primal Beast,Team Spirit vs Team Liquid,The International 2023 
735,Grimstroke,Weaver,Invoker,Tiny,Night Stalker,Spectre,Riki,Disruptor,Dark Willow,Brewmaster,Luna,Bloodseeker,Pugna,Treant Protector,Bristleback,Spirit Breaker,Primal Beast,Tidehunter,Centaur Warrunner,Chaos Knight,Tusk,Phoenix,Kunkka,Enchantress,Team Spirit vs Team Liquid,The International 2023 
736,Dark Willow,Magnus,Treant Protector,Broodmother,Skywrath Mage,Outworld Destroyer,Morphling,Elder Titan,Rubick,Primal Beast,Earthshaker,Earth Spirit,Dazzle,Wraith King,Monkey King,Invoker,Undying,Spectre,Luna,Brewmaster,Centaur Warrunner,Phoenix,Spirit Breaker,Bristleback,LGD Gaming vs 9Pandas,The International 2023 
737,Enchantress,Kunkka,Grimstroke,Spectre,Night Stalker,Earthshaker,Ancient Apparition,Alchemist,Centaur Warrunner,Muerta,Earth Spirit,Dazzle,Sven,Monkey King,Wraith King,Invoker,Undying,Brewmaster,Doom,Chaos Knight,Treant Protector,Bristleback,Primal Beast,Spirit Breaker,LGD Gaming vs 9Pandas,The International 2023 
738,Treant Protector,Muerta,Centaur Warrunner,Spectre,Leshrac,Monkey King,Tidehunter,Phantom Lancer,Enchantress,Skywrath Mage,Earthshaker,Earth Spirit,Bristleback,Chaos Knight,Ancient Apparition,Primal Beast,Phoenix,Outworld Destroyer,Kunkka,Naga Siren,Doom,Spirit Breaker,Nature's Prophet,Brewmaster,nouns vs Azure Ray,The International 2023 
739,Spirit Breaker,Treant Protector,Dark Willow,Faceless Void,Keeper of the Light,Puck,Dawnbreaker,Tusk,Grimstroke,Chaos Knight,Kunkka,Outworld Destroyer,Doom,Centaur Warrunner,Naga Siren,Nature's Prophet,Brewmaster,Earth Spirit,Invoker,Shadow Demon,Bristleback,Ancient Apparition,Primal Beast,Phoenix,nouns vs Azure Ray,The International 2023 
740,Bristleback,Shadow Demon,Clockwerk,Weaver,Snapfire,Night Stalker,Vengeful Spirit,Dark Willow,Magnus,Muerta,Puck,Tinker,Dawnbreaker,Grimstroke,Ancient Apparition,Phoenix,Primal Beast,Earth Spirit,Kunkka,Spectre,Centaur Warrunner,Treant Protector,Pugna,Nature's Prophet,LGD Gaming vs Azure Ray,The International 2023 
741,Weaver,Grimstroke,Tusk,Dawnbreaker,Earthshaker,Witch Doctor,Puck,Spectre,Rubick,Brewmaster,Ancient Apparition,Silencer,Skywrath Mage,Muerta,Phoenix,Bristleback,Primal Beast,Kunkka,Earth Spirit,Clockwerk,Treant Protector,Centaur Warrunner,Nature's Prophet,Pugna,LGD Gaming vs Azure Ray,The International 2023 
742,Ancient Apparition,Grimstroke,Chaos Knight,Tinker,Centaur Warrunner,Kunkka,Terrorblade,Elder Titan,Magnus,Shadow Demon,Batrider,Puck,Earth Spirit,Spectre,Tusk,Invoker,Enchantress,Brewmaster,Night Stalker,Weaver,Phoenix,Bristleback,Spirit Breaker,Primal Beast,Team Spirit vs LGD Gaming,The International 2023 
743,Magnus,Grimstroke,Spectre,Witch Doctor,Doom,Morphling,Kunkka,Treant Protector,Dark Willow,Chaos Knight,Night Stalker,Tidehunter,Spirit Breaker,Phoenix,Bristleback,Invoker,Enchantress,Tinker,Necrophos,Shadow Demon,Elder Titan,Ancient Apparition,Muerta,Primal Beast,Team Spirit vs LGD Gaming,The International 2023 
744,Chaos Knight,Grimstroke,Dawnbreaker,Tusk,Earth Spirit,Keeper of the Light,Puck,Elder Titan,Dark Willow,Bristleback,Nature's Prophet,Shadow Demon,Luna,Primal Beast,Spirit Breaker,Muerta,Treant Protector,Riki,Kunkka,Necrophos,Phoenix,Ancient Apparition,Templar Assassin,Dazzle,Shopify Rebellion vs TSM,The International 2023 
745,Shadow Demon,Magnus,Luna,Snapfire,Lycan,Morphling,Centaur Warrunner,Skywrath Mage,Phoenix,Primal Beast,Faceless Void,Terrorblade,Grimstroke,Bristleback,Spirit Breaker,Muerta,Treant Protector,Broodmother,Beastmaster,Kunkka,Spectre,Chaos Knight,Templar Assassin,Dazzle,Shopify Rebellion vs TSM,The International 2023 
746,Naga Siren,Nature's Prophet,Brewmaster,Skywrath Mage,Earth Spirit,Pangolier,Luna,Treant Protector,Muerta,Bristleback,Kunkka,Invoker,Pugna,Spectre,Chaos Knight,Spirit Breaker,Dazzle,Earthshaker,Necrophos,Witch Doctor,Shadow Demon,Primal Beast,Phoenix,Ancient Apparition,nouns vs TSM,The International 2023 
747,Muerta,Primal Beast,Beastmaster,Shadow Demon,Phoenix,Earth Spirit,Phantom Lancer,Dazzle,Clockwerk,Ancient Apparition,Dark Seer,Witch Doctor,Luna,Chaos Knight,Naga Siren,Brewmaster,Spirit Breaker,Invoker,Riki,Treant Protector,Lycan,Nature's Prophet,Tusk,Spectre,nouns vs TSM,The International 2023 
748,Treant Protector,Dark Willow,Tusk,Dawnbreaker,Earthshaker,Weaver,Pangolier,Invoker,Enchantress,Bristleback,Morphling,Faceless Void,Phoenix,Muerta,Spirit Breaker,Brewmaster,Primal Beast,Necrophos,Monkey King,Templar Assassin,Dazzle,Chaos Knight,Magnus,Kunkka,Evil Geniuses vs Gaimin Gladiators,The International 2023 
749,Dazzle,Tiny,Faceless Void,Ancient Apparition,Necrophos,Tidehunter,Phantom Assassin,Magnus,Nature's Prophet,Treant Protector,Lone Druid,Doom,Dark Willow,Spirit Breaker,Bristleback,Primal Beast,Kunkka,Puck,Pangolier,Enchantress,Tusk,Phoenix,Chaos Knight,Muerta,Evil Geniuses vs Gaimin Gladiators,The International 2023 
750,Chaos Knight,Muerta,Chen,Bristleback,Kunkka,Outworld Destroyer,Weaver,Treant Protector,Skywrath Mage,Wraith King,Monkey King,Lina,Alchemist,Sven,Ancient Apparition,Invoker,Undying,Death Prophet,Pangolier,Naga Siren,Phoenix,Brewmaster,Enchantress,Dazzle,9Pandas vs Gaimin Gladiators,The International 2023 
751,Primal Beast,Muerta,Phoenix,Terrorblade,Bristleback,Spirit Breaker,Sven,Doom,Grimstroke,Treant Protector,Monkey King,Lina,Alchemist,Weaver,Ancient Apparition,Invoker,Undying,Puck,Kunkka,Faceless Void,Chaos Knight,Brewmaster,Enchantress,Dazzle,9Pandas vs Gaimin Gladiators,The International 2023 
752,Weaver,Grimstroke,Chen,Tidehunter,Pangolier,Terrorblade,Earth Spirit,Dark Willow,Nature's Prophet,Brewmaster,Bloodseeker,Faceless Void,Naga Siren,Chaos Knight,Phoenix,Ancient Apparition,Primal Beast,Kunkka,Necrophos,Enchantress,Centaur Warrunner,Dazzle,Bristleback,Muerta,nouns vs Gaimin Gladiators,The International 2023 
753,Spectre,Grimstroke,Tusk,Dark Seer,Keeper of the Light,Alchemist,Lone Druid,Chen,Tiny,Dazzle,Bloodseeker,Weaver,Lifestealer,Chaos Knight,Primal Beast,Bristleback,Necrophos,Riki,Lina,Dark Willow,Dawnbreaker,Nature's Prophet,Phoenix,Ancient Apparition,nouns vs Gaimin Gladiators,The International 2023 
754,Pugna,Weaver,Luna,Kunkka,Invoker,Bloodseeker,Necrophos,Phoenix,Centaur Warrunner,Muerta,Spectre,Terrorblade,Chen,Dazzle,Bristleback,Chaos Knight,Primal Beast,Batrider,Lina,Brewmaster,Dark Willow,Treant Protector,Spirit Breaker,Ancient Apparition,Team Liquid vs Gaimin Gladiators,The International 2023 
755,Muerta,Phoenix,Lone Druid,Pangolier,Razor,Tidehunter,Kunkka,Luna,Enchantress,Pugna,Centaur Warrunner,Dawnbreaker,Weaver,Ancient Apparition,Spirit Breaker,Bristleback,Primal Beast,Terrorblade,Alchemist,Brewmaster,Treant Protector,Dazzle,Chaos Knight,Chen,Team Liquid vs Gaimin Gladiators,The International 2023 
756,Muerta,Weaver,Wraith King,Nature's Prophet,Void Spirit,Puck,Terrorblade,Skywrath Mage,Centaur Warrunner,Pugna,Earth Spirit,Kunkka,Faceless Void,Ancient Apparition,Spirit Breaker,Bristleback,Primal Beast,Templar Assassin,Necrophos,Pangolier,Lone Druid,Dazzle,Chaos Knight,Chen,Team Liquid vs Gaimin Gladiators,The International 2023 
757,Bristleback,Luna,Skywrath Mage,Clockwerk,Ember Spirit,Dawnbreaker,Storm Spirit,Keeper of the Light,Terrorblade,Treant Protector,Beastmaster,Legion Commander,Faceless Void,Muerta,Chaos Knight,Dazzle,Centaur Warrunner,Invoker,Puck,Undying,Shadow Demon,Spirit Breaker,Primal Beast,Lone Druid,Keyd Stars vs BetBoom Team,The International 2023 
758,Nature's Prophet,Clockwerk,Keeper of the Light,Naga Siren,Pangolier,Invoker,Luna,Dawnbreaker,Dark Willow,Treant Protector,Earth Spirit,Puck,Faceless Void,Tidehunter,Storm Spirit,Centaur Warrunner,Chaos Knight,Dark Seer,Kunkka,Spirit Breaker,Muerta,Dazzle,Primal Beast,Lone Druid,Keyd Stars vs BetBoom Team,The International 2023 
759,Ancient Apparition,Earth Spirit,Spectre,Weaver,Windranger,Sven,Tidehunter,Vengeful Spirit,Muerta,Dazzle,Luna,Faceless Void,Terrorblade,Dawnbreaker,Chaos Knight,Treant Protector,Centaur Warrunner,Puck,Lina,Invoker,Spirit Breaker,Bristleback,Tusk,Primal Beast,Talon Esports vs BetBoom Team,The International 2023 
760,Muerta,Undying,Pudge,Invoker,Io,Marci,Riki,Dark Willow,Enchantress,Dawnbreaker,Spectre,Faceless Void,Tusk,Weaver,Dazzle,Bristleback,Treant Protector,Axe,Luna,Shadow Demon,Phoenix,Spirit Breaker,Chaos Knight,Centaur Warrunner,Talon Esports vs BetBoom Team,The International 2023 
761,Spirit Breaker,Enchantress,Keeper of the Light,Storm Spirit,Phantom Lancer,Puck,Morphling,Invoker,Shadow Demon,Tusk,Tidehunter,Primal Beast,Lone Druid,Dazzle,Weaver,Bristleback,Treant Protector,Naga Siren,Night Stalker,Muerta,Phoenix,Chaos Knight,Dawnbreaker,Centaur Warrunner,Talon Esports vs BetBoom Team,The International 2023 
762,Primal Beast,Ancient Apparition,Naga Siren,Dark Willow,Invoker,Sand King,Pugna,Weaver,Grimstroke,Chaos Knight,Dark Seer,Tidehunter,Doom,Spirit Breaker,Brewmaster,Phoenix,Bristleback,Pangolier,Kunkka,Luna,Dawnbreaker,Treant Protector,Muerta,Dazzle,Tundra Esports vs Entity,The International 2023 
763,Doom,Nature's Prophet,Monkey King,Alchemist,Zeus,Batrider,Terrorblade,Vengeful Spirit,Undying,Kunkka,Invoker,Dazzle,Dawnbreaker,Spirit Breaker,Chaos Knight,Primal Beast,Muerta,Shadow Demon,Dark Seer,Weaver,Grimstroke,Naga Siren,Bristleback,Phoenix,Tundra Esports vs Entity,The International 2023 
764,Spirit Breaker,Pugna,Doom,Pangolier,Templar Assassin,Earthshaker,Invoker,Morphling,Chen,Tusk,Centaur Warrunner,Tidehunter,Dawnbreaker,Muerta,Chaos Knight,Primal Beast,Kunkka,Luna,Troll Warlord,Grimstroke,Ancient Apparition,Spectre,Phoenix,Bristleback,Virtus.pro vs Entity,The International 2023 
765,Dawnbreaker,Dark Willow,Pangolier,Warlock,Luna,Tidehunter,Puck,Ancient Apparition,Pugna,Chaos Knight,Centaur Warrunner,Faceless Void,Necrophos,Spirit Breaker,Phoenix,Templar Assassin,Bristleback,Slark,Spectre,Naga Siren,Tusk,Kunkka,Muerta,Primal Beast,Virtus.pro vs Entity,The International 2023 
766,Centaur Warrunner,Pugna,Monkey King,Vengeful Spirit,Invoker,Lina,Spectre,Kunkka,Grimstroke,Phoenix,Dawnbreaker,Doom,Templar Assassin,Treant Protector,Chaos Knight,Spirit Breaker,Bristleback,Primal Beast,Necrophos,Enchantress,Dark Willow,Storm Spirit,Dazzle,Muerta,BetBoom Team vs Virtus.pro,The International 2023 
767,Muerta,Grimstroke,Tusk,Doom,Kunkka,Wraith King,Invoker,Undying,Dark Willow,Spirit Breaker,Terrorblade,Luna,Storm Spirit,Centaur Warrunner,Pugna,Chaos Knight,Treant Protector,Pangolier,Puck,Dawnbreaker,Enchantress,Spectre,Templar Assassin,Bristleback,BetBoom Team vs Virtus.pro,The International 2023 
768,Pugna,Tusk,Dawnbreaker,Necrophos,Lifestealer,Templar Assassin,Kunkka,Phoenix,Techies,Chaos Knight,Puck,Invoker,Storm Spirit,Grimstroke,Muerta,Centaur Warrunner,Primal Beast,Luna,Spectre,Naga Siren,Brewmaster,Treant Protector,Bristleback,Nature's Prophet,Azure Ray vs BetBoom Team,The International 2023 
769,Chaos Knight,Dark Willow,Phoenix,Faceless Void,Dragon Knight,Puck,Luna,Dawnbreaker,Tusk,Muerta,Kunkka,Necrophos,Naga Siren,Pugna,Treant Protector,Bristleback,Nature's Prophet,Templar Assassin,Invoker,Grimstroke,Storm Spirit,Spirit Breaker,Centaur Warrunner,Primal Beast,Azure Ray vs BetBoom Team,The International 2023 
770,Muerta,Enchantress,Morphling,Legion Commander,Invoker,Luna,Kunkka,Brewmaster,Clockwerk,Phoenix,Troll Warlord,Terrorblade,Naga Siren,Pugna,Treant Protector,Bristleback,Nature's Prophet,Necrophos,Monkey King,Storm Spirit,Spirit Breaker,Chaos Knight,Centaur Warrunner,Primal Beast,Azure Ray vs BetBoom Team,The International 2023 
771,Naga Siren,Muerta,Centaur Warrunner,Enchantress,Outworld Destroyer,Underlord,Pangolier,Pugna,Chen,Chaos Knight,Spirit Breaker,Beastmaster,Tidehunter,Phoenix,Dazzle,Bristleback,Primal Beast,Kunkka,Necrophos,Doom,Ancient Apparition,Brewmaster,Treant Protector,Nature's Prophet,Gaimin Gladiators vs Azure Ray,The International 2023 
772,Weaver,Muerta,Lone Druid,Enchantress,Huskar,Brewmaster,Templar Assassin,Kunkka,Clockwerk,Pugna,Dawnbreaker,Tidehunter,Dark Willow,Chaos Knight,Treant Protector,Nature's Prophet,Bristleback,Monkey King,Necrophos,Phoenix,Pangolier,Primal Beast,Dazzle,Chen,Gaimin Gladiators vs Azure Ray,The International 2023 
773,Phoenix,Centaur Warrunner,Shadow Demon,Spirit Breaker,Luna,Alchemist,Necrophos,Silencer,Grimstroke,Primal Beast,Wraith King,Spectre,Lifestealer,Chen,Enchantress,Bristleback,Dazzle,Monkey King,Faceless Void,Weaver,Dark Willow,Chaos Knight,Muerta,Ancient Apparition,LGD Gaming vs Gaimin Gladiators,The International 2023 
774,Chaos Knight,Dark Willow,Wraith King,Nature's Prophet,Queen of Pain,Pangolier,Naga Siren,Elder Titan,Magnus,Muerta,Tidehunter,Kunkka,Brewmaster,Ancient Apparition,Spirit Breaker,Bristleback,Primal Beast,Necrophos,Puck,Grimstroke,Phoenix,Enchantress,Chen,Dazzle,LGD Gaming vs Gaimin Gladiators,The International 2023 
775,Muerta,Pangolier,Lone Druid,Silencer,Gyrocopter,Tusk,Beastmaster,Puck,Treant Protector,Weaver,Shadow Demon,Dark Willow,Grimstroke,Primal Beast,Magnus,Spirit Breaker,Bristleback,Alchemist,Terrorblade,Nature's Prophet,Bloodseeker,Kunkka,Chaos Knight,Chen,Team Spirit vs Gaimin Gladiators,The International 2023 
776,Magnus,Enchantress,Faceless Void,Grimstroke,Pangolier,Morphling,Wraith King,Muerta,Nature's Prophet,Primal Beast,Lone Druid,Alchemist,Treant Protector,Weaver,Chaos Knight,Chen,Bristleback,Invoker,Necrophos,Shadow Demon,Monkey King,Dark Willow,Phoenix,Kunkka,Team Spirit vs Gaimin Gladiators,The International 2023 
